GO	Term	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
GO:0009896	positive regulation of catabolic process	NA	0.000156589218409629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76024815520042e-06	NA	NA	NA
GO:0051782	negative regulation of cell division	NA	0.000186994631357784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1903363	negative regulation of cellular protein catabolic process	NA	0.000186994631357784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051983	regulation of chromosome segregation	NA	0.000188783882445663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031396	regulation of protein ubiquitination	NA	0.000188783882445663	NA	NA	NA	NA	NA	NA	NA	0.000260681446505643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000475395370127432	NA	NA	NA
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	NA	0.000192679736008673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051248	negative regulation of protein metabolic process	NA	0.000228330860051285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051436	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	NA	0.000228330860051285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.84986704922509e-05	NA	NA	NA
GO:1903320	regulation of protein modification by small protein conjugation or removal	NA	0.000251446572365887	NA	NA	NA	NA	NA	NA	NA	0.000193987687160677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000403713038452039	NA	NA	NA
GO:0009894	regulation of catabolic process	NA	0.000251446572365887	NA	NA	NA	NA	NA	NA	NA	0.000802054837531235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.05183427655565e-07	NA	0.000465219863503712	NA
GO:0007067	mitotic nuclear division	NA	0.00025430161846615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051444	negative regulation of ubiquitin-protein transferase activity	NA	0.000280644389764397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.57431505734535e-05	NA	NA	NA
GO:0051352	negative regulation of ligase activity	NA	0.000286241292112045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.17769511235053e-05	NA	NA	NA
GO:0051439	regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	NA	0.000291936646393296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.82704852147452e-05	NA	NA	NA
GO:0051302	regulation of cell division	NA	0.000338788626658615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031331	positive regulation of cellular catabolic process	NA	0.000349573294937507	NA	NA	NA	NA	NA	NA	NA	NA	0.000851902988130147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12303950759369e-05	NA	NA	NA
GO:1903313	positive regulation of mRNA metabolic process	NA	0.000349573294937507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031145	anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process	NA	0.000388542344101665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.40072743536953e-05	NA	NA	NA
GO:0031329	regulation of cellular catabolic process	NA	0.000388542344101665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.58323339157369e-08	NA	NA	NA
GO:0000070	mitotic sister chromatid segregation	NA	0.000434577174548559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032269	negative regulation of cellular protein metabolic process	NA	0.000474401571951104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030834	regulation of actin filament depolymerization	NA	0.000476923337564409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051348	negative regulation of transferase activity	NA	0.000490639511382781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030042	actin filament depolymerization	NA	0.000490639511382781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000819	sister chromatid segregation	NA	0.00051899983410943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051338	regulation of transferase activity	NA	0.000534194439409472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0060211	regulation of nuclear-transcribed mRNA poly(A) tail shortening	NA	0.000534194439409472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	NA	0.000534194439409472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0033044	regulation of chromosome organization	NA	0.000559359029694303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0042177	negative regulation of protein catabolic process	NA	0.000577541320563157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045861	negative regulation of proteolysis	NA	0.000589223386951433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051340	regulation of ligase activity	NA	0.00069634739253807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000249429815285707	NA	NA	NA
GO:0051438	regulation of ubiquitin-protein transferase activity	NA	0.00069634739253807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000249429815285707	NA	NA	NA
GO:0000280	nuclear division	NA	0.00081607948414831	NA	NA	NA	NA	NA	NA	NA	0.000782876343325611	NA	NA	NA	0.000268179445575002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0007088	regulation of mitotic nuclear division	NA	0.000818662198514205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006878	cellular copper ion homeostasis	NA	0.00087909867889428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1900151	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	NA	0.00087909867889428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	NA	0.00087909867889428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010564	regulation of cell cycle process	NA	0.000900415004948302	0.000329646696061299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0022402	cell cycle process	NA	0.000923881125025272	0.000329646696061299	NA	NA	NA	NA	NA	NA	0.000815851548603505	NA	NA	NA	8.94124159054229e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	NA	0.000923881125025272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000910	cytokinesis	NA	NA	0.000143696465891976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000388941811862842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051298	centrosome duplication	NA	NA	0.000211104552367891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0007098	centrosome cycle	NA	NA	0.000323233236965273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010824	regulation of centrosome duplication	NA	NA	0.000329646696061299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051343	positive regulation of cyclic-nucleotide phosphodiesterase activity	NA	NA	0.000329646696061299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0046605	regulation of centrosome cycle	NA	NA	0.000404619622732764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051297	centrosome organization	NA	NA	0.000409633987554966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031023	microtubule organizing center organization	NA	NA	0.000501437585160951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1901841	regulation of high voltage-gated calcium channel activity	NA	NA	0.000501437585160951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000857678908416852	NA	NA	NA
GO:0060316	positive regulation of ryanodine-sensitive calcium-release channel activity	NA	NA	0.000501437585160951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1901844	regulation of cell communication by electrical coupling involved in cardiac conduction	NA	NA	0.000501437585160951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0001933	negative regulation of protein phosphorylation	NA	NA	0.000542242092838917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity	NA	NA	0.000673727156862583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1904063	negative regulation of cation transmembrane transport	NA	NA	0.00077092247056777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0042326	negative regulation of phosphorylation	NA	NA	0.00077092247056777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010649	regulation of cell communication by electrical coupling	NA	NA	0.00077092247056777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010801	negative regulation of peptidyl-threonine phosphorylation	NA	NA	0.00077092247056777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0005513	detection of calcium ion	NA	NA	0.000819844870943757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0039702	viral budding via host ESCRT complex	NA	NA	0.000819844870943757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032516	positive regulation of phosphoprotein phosphatase activity	NA	NA	0.000905063463742627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000920	cell separation after cytokinesis	NA	NA	0.000940455095494016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0046755	viral budding	NA	NA	0.000940455095494016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1902590	multi-organism organelle organization	NA	NA	0.000940455095494016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1902592	multi-organism membrane budding	NA	NA	0.000940455095494016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1903779	regulation of cardiac conduction	NA	NA	0.000940455095494016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0034766	negative regulation of ion transmembrane transport	NA	NA	0.000940455095494016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1904062	regulation of cation transmembrane transport	NA	NA	0.000940455095494016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0007049	cell cycle	NA	NA	0.000978479099921592	NA	NA	NA	NA	NA	NA	5.81922461648298e-05	NA	0.00070428425325375	NA	5.16600712091492e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000490702089877694
GO:0006749	glutathione metabolic process	NA	NA	NA	0.000149398357202926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0072540	T-helper 17 cell lineage commitment	NA	NA	NA	0.000565048827426592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0035690	cellular response to drug	NA	NA	NA	0.000580478828065294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006559	L-phenylalanine catabolic process	NA	NA	NA	0.00064566706784596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	NA	NA	NA	0.00064566706784596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0002295	T-helper cell lineage commitment	NA	NA	NA	0.00064566706784596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006558	L-phenylalanine metabolic process	NA	NA	NA	0.00064566706784596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	NA	NA	NA	0.00064566706784596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	NA	NA	NA	0.000710058792607851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0072539	T-helper 17 cell differentiation	NA	NA	NA	0.000710058792607851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0002363	alpha-beta T cell lineage commitment	NA	NA	NA	0.000837152385035823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006334	nucleosome assembly	NA	NA	NA	0.000837152385035823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043369	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	NA	NA	NA	0.00086317646429868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0072538	T-helper 17 type immune response	NA	NA	NA	0.00086317646429868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0098542	defense response to other organism	NA	NA	NA	NA	0.000313432505126779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0090141	positive regulation of mitochondrial fission	NA	NA	NA	NA	0.000313432505126779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010821	regulation of mitochondrion organization	NA	NA	NA	NA	0.000313432505126779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000923814502256088	NA	NA	NA
GO:0002376	immune system process	NA	NA	NA	NA	0.000313432505126779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010822	positive regulation of mitochondrion organization	NA	NA	NA	NA	0.000325454101839743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0090140	regulation of mitochondrial fission	NA	NA	NA	NA	0.00034268060432022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0035694	mitochondrial protein catabolic process	NA	NA	NA	NA	0.00034268060432022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0009607	response to biotic stimulus	NA	NA	NA	NA	0.000592903446588343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008626	granzyme-mediated apoptotic signaling pathway	NA	NA	NA	NA	0.000816053194949142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006952	defense response	NA	NA	NA	NA	0.000816053194949142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043207	response to external biotic stimulus	NA	NA	NA	NA	0.000816053194949142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051707	response to other organism	NA	NA	NA	NA	0.000816053194949142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0090200	positive regulation of release of cytochrome c from mitochondria	NA	NA	NA	NA	0.000959511987076872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000266	mitochondrial fission	NA	NA	NA	NA	0.000959511987076872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0046902	regulation of mitochondrial membrane permeability	NA	NA	NA	NA	0.000959511987076872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:2001233	regulation of apoptotic signaling pathway	NA	NA	NA	NA	0.000959511987076872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008637	apoptotic mitochondrial changes	NA	NA	NA	NA	0.000959511987076872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0030198	extracellular matrix organization	NA	NA	NA	NA	0.000959511987076872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043062	extracellular structure organization	NA	NA	NA	NA	0.000959511987076872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	NA	NA	NA	NA	NA	0.000828803651205621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016024	CDP-diacylglycerol biosynthetic process	NA	NA	NA	NA	NA	0.000828803651205621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0046341	CDP-diacylglycerol metabolic process	NA	NA	NA	NA	NA	0.000828803651205621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1903859	regulation of dendrite extension	NA	NA	NA	NA	NA	NA	0.000966864599273911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1903861	positive regulation of dendrite extension	NA	NA	NA	NA	NA	NA	0.000966864599273911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0060560	developmental growth involved in morphogenesis	NA	NA	NA	NA	NA	NA	0.000966864599273911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0048639	positive regulation of developmental growth	NA	NA	NA	NA	NA	NA	0.000966864599273911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045947	negative regulation of translational initiation	NA	NA	NA	NA	NA	NA	0.000966864599273911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0032970	regulation of actin filament-based process	NA	NA	NA	NA	NA	NA	0.000966864599273911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0097484	dendrite extension	NA	NA	NA	NA	NA	NA	0.000966864599273911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0035556	intracellular signal transduction	NA	NA	NA	NA	NA	NA	NA	NA	5.61842952030393e-05	0.000368454799582414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	0.000142208415441812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:2001056	positive regulation of cysteine-type endopeptidase activity	NA	NA	NA	NA	NA	NA	NA	NA	0.000186125002621041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:2000116	regulation of cysteine-type endopeptidase activity	NA	NA	NA	NA	NA	NA	NA	NA	0.000302827400861678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1902531	regulation of intracellular signal transduction	NA	NA	NA	NA	NA	NA	NA	NA	0.000313799099537993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	0.000498860567127539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008152	metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	0.000520707515276913	5.81922461648298e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.79617013955106e-05	NA	8.91353286868125e-07	NA	0.00072663005276045	NA
GO:0044093	positive regulation of molecular function	NA	NA	NA	NA	NA	NA	NA	NA	0.00068456519678618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0009966	regulation of signal transduction	NA	NA	NA	NA	NA	NA	NA	NA	0.00068456519678618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010646	regulation of cell communication	NA	NA	NA	NA	NA	NA	NA	NA	0.000767587234468713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	0.000767587234468713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051154	negative regulation of striated muscle cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	0.000948260267139202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0097202	activation of cysteine-type endopeptidase activity	NA	NA	NA	NA	NA	NA	NA	NA	0.000952291879569376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045862	positive regulation of proteolysis	NA	NA	NA	NA	NA	NA	NA	NA	0.000952291879569376	0.000711385727192178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016310	phosphorylation	NA	NA	NA	NA	NA	NA	NA	NA	0.000952291879569376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:2000785	regulation of autophagosome assembly	NA	NA	NA	NA	NA	NA	NA	NA	0.000952291879569376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
